epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
75,176.952,0.65388,1.14629,0.57378,0.94664,0.66007,0.75734,0.71198,0.53235,0.64132,0.70389,0.63386,0.41891,0.83951,1.73874,0.79851,1.10018,0.000445756,0.000445756,0.000445756
76,179.371,0.66151,1.10842,0.56002,0.9332,0.6498,0.76441,0.68124,0.51723,0.62912,0.7321,0.62105,0.41093,0.82777,1.83865,0.84921,1.11945,0.000429253,0.000429253,0.000429253
77,181.617,0.64865,1.13033,0.58857,0.93332,0.66446,0.71215,0.67861,0.51926,0.64731,0.70046,0.64277,0.42051,0.84028,1.86748,0.79982,1.13069,0.000412749,0.000412749,0.000412749
78,183.92,0.6495,1.18623,0.5686,0.93483,0.68002,0.70991,0.68176,0.52233,0.66352,0.69108,0.65343,0.42434,0.85181,1.85483,0.80108,1.14633,0.000396246,0.000396246,0.000396246
79,186.217,0.69918,1.21055,0.59234,0.94479,0.67982,0.70646,0.70268,0.53647,0.67216,0.69705,0.68534,0.44049,0.8154,1.75934,0.78383,1.09385,0.000379743,0.000379743,0.000379743
80,188.482,0.67131,1.1622,0.58896,0.95226,0.70394,0.76294,0.71142,0.53571,0.65889,0.73555,0.67677,0.43755,0.82067,1.73193,0.74062,1.07961,0.000363239,0.000363239,0.000363239
81,190.708,0.66663,1.18792,0.58981,0.94022,0.69842,0.75498,0.71238,0.53117,0.65614,0.71257,0.66905,0.44257,0.8031,1.7171,0.72968,1.06724,0.000346736,0.000346736,0.000346736
82,192.887,0.66087,1.10191,0.56362,0.9391,0.66838,0.7398,0.7012,0.53956,0.66308,0.73295,0.68016,0.45331,0.79399,1.69029,0.7556,1.04263,0.000330233,0.000330233,0.000330233
83,195.282,0.6499,1.09145,0.57972,0.92889,0.6441,0.76458,0.71237,0.5476,0.61448,0.78365,0.68608,0.45286,0.77564,1.66615,0.7473,1.01663,0.000313729,0.000313729,0.000313729
84,197.615,0.64962,1.17233,0.56506,0.93278,0.6538,0.782,0.69366,0.53971,0.63241,0.75866,0.65305,0.43716,0.79144,1.70015,0.76529,1.03163,0.000297226,0.000297226,0.000297226
